sgRNA	gene	B1	B2	B3	A1	A2	A3
SPATA16-8	SPATA16	8456	8055	7580	8638	8284	7758
SPATA16-9	SPATA16	2186	2340	2136	2898	2824	2604
TAAR1-2	TAAR1	4836	5152	4518	6292	5999	5301
TAAR1-5	TAAR1	5498	5589	5197	6156	5764	5294
TAAR1-6	TAAR1	3976	3884	3756	4512	4599	3769
TAAR1-7	TAAR1	5229	5012	5045	6342	6144	5657
TAAR1-8	TAAR1	9568	9686	8461	10539	10657	9849
TAAR1-9	TAAR1	2628	2585	2581	3304	3228	2904
TAAR8-1	TAAR8	3286	3277	3228	3826	3884	3253
TAAR8-10	TAAR8	5102	5493	5006	5767	6258	4996
TAAR8-2	TAAR8	4855	4871	4563	5541	5436	5219
TAAR8-5	TAAR8	4939	4758	4393	5143	5645	4698
TAAR8-7	TAAR8	7476	7228	6936	8851	8338	7910
TAAR8-9	TAAR8	6122	5887	5548	7422	6884	5762
TAS2R13-10	TAS2R13	6959	7035	6574	8021	7886	6855
TAS2R13-2	TAS2R13	3820	3782	3726	4621	4199	4072
TAS2R13-7	TAS2R13	5532	5560	5424	5948	5815	5317
TAS2R13-8	TAS2R13	7179	7201	6370	7929	8420	7484
TAS2R13-9	TAS2R13	5387	5651	4934	6331	6208	6193
TAS2R9-1	TAS2R9	6446	6555	6419	6759	6401	6827
TAS2R9-10	TAS2R9	5082	4752	4451	6195	5774	5160
TAS2R9-3	TAS2R9	3562	3513	3383	4376	3483	3309
TAS2R9-4	TAS2R9	5310	5410	5143	6340	6096	5642
TAS2R9-5	TAS2R9	3795	3816	3627	4603	3837	3687
TAS2R9-6	TAS2R9	3669	3759	3620	4331	4589	4139
TAS2R9-7	TAS2R9	2639	2965	2495	3299	3430	2944
TAS2R9-9	TAS2R9	5585	5363	5136	6261	5755	5329
TGM6-1	TGM6	5527	5283	4815	6307	6053	5432
TGM6-12	TGM6	4677	4454	4350	5413	5498	4932
TGM6-13	TGM6	4935	4736	4894	5446	5830	4529
TGM6-2	TGM6	7484	7401	6922	8777	8085	8055
TGM6-3	TGM6	4139	4427	3850	4820	5007	4517
TGM6-5	TGM6	3594	3731	3577	4549	4324	3823
TGM6-7	TGM6	5501	5384	5132	6946	6163	5810
TGM6-8	TGM6	4598	4700	4478	5289	4867	4986
TPH2-2	TPH2	3497	3502	3388	4003	3803	3725
TPH2-7	TPH2	4572	4537	4336	5403	4886	4252
TPH2-9	TPH2	4492	4730	4101	4752	5138	4090
TRIM42-1	TRIM42	7152	7215	6360	8523	7447	6927
TRIM42-10	TRIM42	5130	5020	4644	6676	6504	5568
TRIM42-4	TRIM42	4066	3907	3729	5511	5035	4170
TRIM42-5	TRIM42	4959	4685	4208	4974	5412	4229
TRIM42-6	TRIM42	3823	3551	3535	4168	4928	3655
TRIM42-9	TRIM42	4387	4287	3862	4830	4465	4288
VN1R2-10	VN1R2	3849	3762	3776	4786	4642	4071
VN1R2-2	VN1R2	4957	5013	4827	6305	5670	5011
VN1R2-4	VN1R2	6413	6440	5802	7526	7003	6466
VN1R2-6	VN1R2	5200	5325	5123	6071	5611	5409
VN1R2-8	VN1R2	5937	5759	5408	6650	6374	5794
VN1R2-9	VN1R2	5199	5253	4652	5967	6330	5101
